platform_id	platform_name	os	version	uv	hp_cal_dt
2	主APP	ios	7.7.0	1005	2016-12-22 
2	主APP	ios	7.8.0	1203	2016-12-22 
2	主APP	ios	7.8.1	901	2016-12-22 
2	主APP	ios	7.8.2	3729	2016-12-22 
2	主APP	ios	7.9.0	10467	2016-12-22 
2	主APP	ios	7.9.2	16028	2016-12-22 
2	主APP	ios	7.9.4	9200	2016-12-22 
2	主APP	ios	7.9.6	9499	2016-12-22 
2	主APP	ios	7.9.8	10667	2016-12-22 
2	主APP	ios	8.0.0	6235	2016-12-22 
2	主APP	ios	8.0.1	10545	2016-12-22 
2	主APP	ios	8.0.2	8942	2016-12-22 
2	主APP	ios	8.0.4	8072	2016-12-22 
2	主APP	ios	8.0.5	18740	2016-12-22 
2	主APP	ios	8.0.6	14223	2016-12-22 
2	主APP	ios	8.0.8	24672	2016-12-22 
2	主APP	ios	8.1.0	31304	2016-12-22 
2	主APP	ios	8.1.2	52042	2016-12-22 
2	主APP	ios	8.1.4	46543	2016-12-22 
2	主APP	ios	8.1.6	43244	2016-12-22 
2	主APP	ios	9.0.0	11081	2016-12-22 
2	主APP	ios	9.0.1	143067	2016-12-22 
2	主APP	ios	9.0.2	193025	2016-12-22 
2	主APP	ios	9.0.4	102554	2016-12-22 
2	主APP	ios	9.0.6	276348	2016-12-22 
2	主APP	ios	9.0.8	560436	2016-12-22 
2	主APP	ios	9.1.0	3338152	2016-12-22 
2	主APP	ios	9.1.2	81	2016-12-22 
2	主APP	ios	9.9.9	0	2016-12-22 
