platform_id	platform_name	os	version	uv	hp_cal_dt
2	主APP	ios	9.1.2	1193568	2017-02-17
2	主APP	ios	9.1.6	3507378	2017-02-17
2	主APP	ios	9.1.8	11	2017-02-17
2	主APP	ios	1.0.0	0	2017-02-20
2	主APP	ios	1.0.1	0	2017-02-20
2	主APP	ios	1.0.3	1	2017-02-20
2	主APP	ios	1.1.0	96	2017-02-20
2	主APP	ios	2.2.0	0	2017-02-20
2	主APP	ios	3.0.0	0	2017-02-20
2	主APP	ios	3.1.1	0	2017-02-20
2	主APP	ios	4.0.0	3	2017-02-20
2	主APP	ios	4.1.0	0	2017-02-20
2	主APP	ios	4.1.2	1	2017-02-20
2	主APP	ios	4.2.0	0	2017-02-20
2	主APP	ios	4.3.0	0	2017-02-20
2	主APP	ios	4.4.0	0	2017-02-20
2	主APP	ios	4.5.0	1	2017-02-20
2	主APP	ios	4.6.0	0	2017-02-20
2	主APP	ios	4.6.1	3	2017-02-20
2	主APP	ios	4.7.0	0	2017-02-20
2	主APP	ios	4.7.1	0	2017-02-20
2	主APP	ios	4.8.0	1	2017-02-20
2	主APP	ios	4.8.1	3	2017-02-20
2	主APP	ios	4.8.2	0	2017-02-20
2	主APP	ios	4.9.0	4	2017-02-20
2	主APP	ios	4.9.10	0	2017-02-20
2	主APP	ios	4.9.11	0	2017-02-20
2	主APP	ios	4.9.12	0	2017-02-20
2	主APP	ios	4.9.9	0	2017-02-20
2	主APP	ios	5.0.0	0	2017-02-20
2	主APP	ios	5.1.0	3	2017-02-20
2	主APP	ios	5.2.0	0	2017-02-20
2	主APP	ios	5.2.1	0	2017-02-20
2	主APP	ios	5.3.0	0	2017-02-20
2	主APP	ios	5.3.1	6	2017-02-20
2	主APP	ios	5.4.0	3	2017-02-20
2	主APP	ios	5.4.5	5	2017-02-20
2	主APP	ios	5.5.0	0	2017-02-20
2	主APP	ios	5.5.1	5	2017-02-20
2	主APP	ios	5.6.0	4	2017-02-20
2	主APP	ios	5.7.0	0	2017-02-20
2	主APP	ios	5.8.1	1	2017-02-20
2	主APP	ios	5.8.2	5	2017-02-20
2	主APP	ios	5.9.0	15	2017-02-20
2	主APP	ios	5.9.5	16	2017-02-20
2	主APP	ios	6.0.0	0	2017-02-20
2	主APP	ios	6.0.1	15	2017-02-20
2	主APP	ios	6.0.2	2	2017-02-20
2	主APP	ios	6.1.0	15	2017-02-20
